Tenure_Years,Total_Amount,total_renewal_score_new,sustainability_score,anchoring_score,Current_Anchorings,Call_Direction,Renewal_Impact_Due_to_Price_Increase,Band,prospect_outcome,score_per_tenure,is_low_tenure,score_category,label,churn_probability,prediction
1,704.8,32.0,8.0,8.5,1,OUT_BOUND,No,Band C1,1,16.0,1,Medium,1,0.99933666,1
1,1099.0,32.0,8.0,8.5,1,Outbound,No,Band C2,1,16.0,1,Medium,1,0.9949721,1
1,666.2,32.0,8.0,8.5,1,Outbound,No,Band C1,1,16.0,1,Medium,1,0.9970884,1
1,1499.0,32.0,8.0,8.5,1,Outbound,No,Band E,1,16.0,1,Medium,1,0.99782276,1
1,799.0,32.0,8.0,8.5,1,Outbound,No,Band C1,1,16.0,1,Medium,1,0.9967128,1
1,704.8,32.0,8.0,8.5,1,Outbound,No,Band C2,1,16.0,1,Medium,1,0.9985424,1
1,919.0,32.0,8.0,8.5,1,Outbound,No,Band C1,1,16.0,1,Medium,1,0.9949713,1
1,1309.0,32.0,8.0,8.5,1,Outbound,No,Band D,1,16.0,1,Medium,1,0.99618274,1
1,542.0,32.0,8.0,8.5,1,OUT_BOUND,No,Band C1,1,16.0,1,Medium,1,0.9994098,1
1,1139.0,32.0,8.0,8.5,1,OUT_BOUND,Yes,Band C1,1,16.0,1,Medium,1,0.99900645,1
1,949.0,32.0,8.0,8.5,1,OUT_BOUND,No,Band C1,1,16.0,1,Medium,1,0.9956173,1
1,919.0,32.0,8.0,8.5,1,OUT_BOUND,UnKnown,Band C1,1,16.0,1,Medium,1,0.998059,1
1,799.0,32.0,8.0,8.5,1,OUT_BOUND,No,Band C1,1,16.0,1,Medium,1,0.9992403,1
1,799.0,32.0,8.0,8.5,1,OUT_BOUND,No,Band C1,1,16.0,1,Medium,1,0.9992403,1
1,799.0,32.0,8.0,8.5,1,OUT_BOUND,No,Band C1,1,16.0,1,Medium,1,0.9992403,1
1,799.0,32.0,8.0,8.5,1,OUT_BOUND,No,Band C1,1,16.0,1,Medium,1,0.9992403,1
1,799.0,32.0,8.0,8.5,1,OUT_BOUND,No,Band C1,1,16.0,1,Medium,1,0.9992403,1
1,799.0,32.0,8.0,8.5,1,OUT_BOUND,No,Band C1,1,16.0,1,Medium,1,0.9992403,1
1,799.0,32.0,8.0,8.5,1,OUT_BOUND,No,Band C1,1,16.0,1,Medium,1,0.9992403,1
1,1159.0,32.0,8.0,8.5,1,OUT_BOUND,No,Band D,1,16.0,1,Medium,1,0.9993655,1
1,1159.0,32.0,8.0,8.5,1,OUT_BOUND,Yes,Band D,1,16.0,1,Medium,1,0.9996978,1
1,1279.0,32.0,8.0,8.5,1,OUT_BOUND,No,Band D,1,16.0,1,Medium,1,0.9993618,1
1,1309.0,32.0,8.0,8.5,1,OUT_BOUND,No,Band D,1,16.0,1,Medium,1,0.9992422,1
1,1309.0,32.0,8.0,8.5,1,OUT_BOUND,No,Band D,1,16.0,1,Medium,1,0.9992422,1
1,1309.0,32.0,8.0,8.5,1,OUT_BOUND,No,Band D,1,16.0,1,Medium,1,0.9992422,1
1,1099.0,32.0,8.0,8.5,1,OUT_BOUND,No,Band C2,1,16.0,1,Medium,1,0.99903667,1
1,949.0,32.0,8.0,8.5,1,OUT_BOUND,Yes,Band C2,1,16.0,1,Medium,1,0.99888164,1
1,1069.0,32.0,8.0,8.5,1,OUT_BOUND,No,Band C2,1,16.0,1,Medium,1,0.99895763,1
1,1069.0,32.0,8.0,8.5,1,OUT_BOUND,No,Band C2,1,16.0,1,Medium,1,0.99895763,1
1,1099.0,32.0,8.0,8.5,1,OUT_BOUND,No,Band C2,1,16.0,1,Medium,1,0.99903667,1
1,1099.0,32.0,8.0,8.5,1,OUT_BOUND,No,Band C2,1,16.0,1,Medium,1,0.99903667,1
1,1099.0,32.0,8.0,8.5,1,OUT_BOUND,No,Band C2,1,16.0,1,Medium,1,0.99903667,1
1,949.0,32.0,8.0,8.5,1,OUT_BOUND,No,Band C2,1,16.0,1,Medium,1,0.9978523,1
1,1099.0,32.0,8.0,8.5,1,OUT_BOUND,No,Band C2,1,16.0,1,Medium,1,0.99903667,1
1,1469.0,32.0,8.0,8.5,1,OUT_BOUND,No,Band E,1,16.0,1,Medium,1,0.9993826,1
1,1469.0,32.0,8.0,8.5,1,OUT_BOUND,No,Band E,1,16.0,1,Medium,1,0.9993826,1
1,1349.0,32.0,8.0,8.5,1,OUT_BOUND,No,Band D,1,16.0,1,Medium,1,0.99917823,1
1,1499.0,32.0,8.0,8.5,1,OUT_BOUND,No,Band E,1,16.0,1,Medium,1,0.9993826,1
1,1524.0,32.0,8.0,8.5,1,OUT_BOUND,No,Band D,1,16.0,1,Medium,1,0.99935406,1
1,1349.0,32.0,8.0,8.5,1,OUT_BOUND,No,Band E,1,16.0,1,Medium,1,0.9993826,1
1,1469.0,32.0,8.0,8.5,1,OUT_BOUND,No,Band E,1,16.0,1,Medium,1,0.9993826,1
1,1174.0,32.0,8.0,8.5,1,OUT_BOUND,No,Band C1,1,16.0,1,Medium,1,0.997689,1
1,1139.0,32.0,8.0,8.5,1,OUT_BOUND,No,Band C1,1,16.0,1,Medium,1,0.9979159,1
1,839.0,32.0,8.0,8.5,1,OUT_BOUND,No,Band C1,1,16.0,1,Medium,1,0.9992403,1
1,1139.0,32.0,8.0,8.5,1,OUT_BOUND,No,Band C1,1,16.0,1,Medium,1,0.9979159,1
1,1139.0,32.0,8.0,8.5,1,OUT_BOUND,No,Band C1,1,16.0,1,Medium,1,0.9979159,1
1,1299.0,32.0,8.0,8.5,1,OUT_BOUND,No,Band E,1,16.0,1,Medium,1,0.99947613,1
1,1139.0,32.0,8.0,8.5,1,IN_BOUND,Yes,Band C1,1,16.0,1,Medium,1,0.9977381,1
1,647.0,32.0,8.0,8.5,1,OUT_BOUND,Yes,Band D,1,16.0,1,Medium,1,0.99992263,1
1,704.8,32.0,8.0,8.5,1,OUT_BOUND,Yes,Band C2,1,16.0,1,Medium,1,0.9997657,1
1,749.4,32.0,8.0,8.5,1,OUT_BOUND,Yes,Band D,1,16.0,1,Medium,1,0.9998902,1
1,599.8,32.0,8.0,8.5,1,OUT_BOUND,Yes,Band C1,1,16.0,1,Medium,1,0.9997503,1
1,906.2,32.0,8.0,8.5,1,OUT_BOUND,No,Band C2,1,16.0,1,Medium,1,0.9987993,1
1,1106.2,32.0,8.0,8.5,1,OUT_BOUND,UnKnown,Band E,1,16.0,1,Medium,1,0.99945706,1
1,647.0,32.0,8.0,8.5,1,OUT_BOUND,Yes,Band D,1,16.0,1,Medium,1,0.99992263,1
1,666.2,32.0,8.0,8.5,1,OUT_BOUND,No,Band C1,1,16.0,1,Medium,1,0.99935657,1
1,809.8,32.0,8.0,8.5,1,OUT_BOUND,Yes,Band C2,1,16.0,1,Medium,1,0.9997645,1
1,809.8,32.0,8.0,8.5,1,OUT_BOUND,No,Band C2,1,16.0,1,Medium,1,0.999653,1
1,664.1,32.0,8.0,8.5,1,OUT_BOUND,Yes,Band C2,1,16.0,1,Medium,1,0.9997727,1
1,739.8,32.0,8.0,8.5,1,OUT_BOUND,Yes,Band C1,1,16.0,1,Medium,1,0.9997129,1
1,599.8,32.0,8.0,8.5,1,OUT_BOUND,Yes,Band C1,1,16.0,1,Medium,1,0.9997503,1
1,704.8,32.0,8.0,8.5,1,OUT_BOUND,No,Band C2,1,16.0,1,Medium,1,0.9997024,1
1,1050.2,32.0,8.0,8.5,1,OUT_BOUND,No,Band D,1,16.0,1,Medium,1,0.9990996,1
1,527.0,32.0,8.0,8.5,1,OUT_BOUND,Yes,Band C1,1,16.0,1,Medium,1,0.9997521,1
1,542.0,32.0,8.0,8.5,1,OUT_BOUND,No,Band C1,1,16.0,1,Medium,1,0.9994098,1
1,704.8,32.0,8.0,8.5,1,OUT_BOUND,No,Band C1,1,16.0,1,Medium,1,0.99933666,1
1,542.0,32.0,8.0,8.5,1,OUT_BOUND,No,Band C1,1,16.0,1,Medium,1,0.9994098,1
1,762.2,32.0,8.0,8.5,1,OUT_BOUND,No,Band C1,1,16.0,1,Medium,1,0.99935585,1
1,722.0,32.0,8.0,8.5,1,OUT_BOUND,No,Band D,1,16.0,1,Medium,1,0.9998745,1
1,542.0,32.0,8.0,8.5,1,OUT_BOUND,No,Band C1,1,16.0,1,Medium,1,0.9994098,1
1,788.8,32.0,8.0,8.5,1,IN_BOUND,No,Band C2,1,16.0,1,Medium,1,0.9984176,1
1,695.4,32.0,8.0,8.5,1,OUT_BOUND,No,Band C2,1,16.0,1,Medium,1,0.99971133,1
1,862.3,32.0,8.0,8.5,1,OUT_BOUND,Yes,Band C1,1,16.0,1,Medium,1,0.9996613,1
1,862.3,32.0,8.0,8.5,1,OUT_BOUND,Yes,Band C1,1,16.0,1,Medium,1,0.9996613,1
1,623.4,32.0,8.0,8.5,1,OUT_BOUND,No,Band C1,1,16.0,1,Medium,1,0.9996691,1
1,947.4,32.0,8.0,8.5,1,OUT_BOUND,No,Band D,1,16.0,1,Medium,1,0.9991019,1
1,1050.2,32.0,8.0,8.5,1,OUT_BOUND,No,Band D,1,16.0,1,Medium,1,0.9990996,1
1,1050.2,32.0,8.0,8.5,1,OUT_BOUND,No,Band D,1,16.0,1,Medium,1,0.9990996,1
1,2009.0,32.0,8.0,8.5,1,OUT_BOUND,No,Band F1,1,16.0,1,Medium,1,0.9996505,1
1,2439.0,32.0,8.0,8.5,1,IN_BOUND,No,Band G,1,16.0,1,Medium,1,0.9971698,1
1,1354.3,32.0,8.0,8.5,1,OUT_BOUND,No,Band F1,1,16.0,1,Medium,1,0.99982566,1
1,1979.0,32.0,8.0,8.5,1,OUT_BOUND,No,Band F2,1,16.0,1,Medium,1,0.9995851,1
1,1746.3,32.0,8.0,8.5,1,OUT_BOUND,No,Band G,1,16.0,1,Medium,1,0.99979824,1
1,1849.0,32.0,8.0,8.5,1,IN_BOUND,Yes,Band F1,1,16.0,1,Medium,1,0.99838984,1
1,1285.4,32.0,8.0,8.5,1,OUT_BOUND,No,Band F1,1,16.0,1,Medium,1,0.9998646,1
1,1445.3,32.0,8.0,8.5,1,OUT_BOUND,No,Band F2,1,16.0,1,Medium,1,0.9992648,1
1,2139.2,32.0,8.0,8.5,1,OUT_BOUND,No,Band F2,1,16.0,1,Medium,1,0.9993086,1
1,1395.35,32.0,8.0,8.5,1,OUT_BOUND,No,Band F1,1,16.0,1,Medium,1,0.9985176,1
1,1849.0,32.0,8.0,8.5,1,OUT_BOUND,No,Band F1,1,16.0,1,Medium,1,0.99957746,1
1,1849.0,32.0,8.0,8.5,1,Outbound,No,Band F1,1,16.0,1,Medium,1,0.9978886,1
1,1979.0,33.0,8.0,8.5,1,Outbound,No,Band F2,1,16.5,1,Medium,1,0.914207,1
1,2389.0,39.0,8.0,8.5,1,OUT_BOUND,No,Band F1,1,19.5,1,Medium,1,0.7737891,1
1,2199.0,41.0,8.0,8.5,1,OUT_BOUND,No,Band F1,1,20.5,1,Medium,1,0.6028174,1
1,1599.3,32.0,8.0,8.5,1,OUT_BOUND,No,Band F1,1,16.0,1,Medium,1,0.997934,1
1,2679.0,32.0,8.0,8.5,1,OUT_BOUND,No,Band H,1,16.0,1,Medium,1,0.9961571,1
1,2839.0,32.0,8.0,8.5,1,OUT_BOUND,No,Band H,1,16.0,1,Medium,1,0.99795425,1
2,739.0,41.0,8.0,8.5,1,OUT_BOUND,Yes,Band B,1,13.666666666666666,1,Medium,1,0.75572634,1
8,477.0,43.0,8.0,8.5,1,OUT_BOUND,Yes,Band B,1,4.777777777777778,0,Medium,1,0.24554095,0
4,1246.2,42.0,8.0,8.5,1,OUT_BOUND,Yes,Band D,1,8.4,0,Medium,1,0.6946378,1
0,599.0,42.5,9.5,8.5,1,OUT_BOUND,No,Band B,1,42.5,1,Medium,1,0.600794,1
2,999.0,39.0,8.0,8.5,1,OUT_BOUND,No,Band C1,1,13.0,1,Medium,1,0.8242333,1
5,1267.4,33.5,8.0,8.5,1,Outbound,No,Band F2,1,5.583333333333333,0,Medium,1,0.92861724,1
2,919.0,32.5,8.0,8.5,1,Outbound,No,Band C1,1,10.833333333333334,1,Medium,1,0.98259234,1
7,919.0,34.0,8.0,8.5,1,Outbound,No,Band C1,1,4.25,0,Medium,1,0.87106407,1
8,1279.0,34.0,8.0,8.5,1,Outbound,No,Band D,1,3.7777777777777777,0,Medium,1,0.8403271,1
3,1309.0,33.0,8.0,8.5,1,Outbound,Yes,Band D,1,8.25,1,Medium,1,0.9661967,1
3,704.8,33.0,8.0,8.5,1,Outbound,No,Band C1,1,8.25,1,Medium,1,0.8677291,1
2,919.0,32.5,8.0,8.5,1,OUT_BOUND,No,Band C1,1,10.833333333333334,1,Medium,1,0.99725217,1
4,1279.0,33.0,8.0,8.5,1,OUT_BOUND,No,Band D,1,6.6,0,Medium,1,0.9976331,1
6,919.0,33.5,8.0,8.5,1,OUT_BOUND,No,Band C1,1,4.785714285714286,0,Medium,1,0.996637,1
3,1309.0,33.0,8.0,8.5,1,OUT_BOUND,No,Band D,1,8.25,1,Medium,1,0.99744713,1
10,1174.0,34.0,8.0,8.5,1,OUT_BOUND,No,Band C1,1,3.090909090909091,0,Medium,1,0.9977756,1
7,1069.0,34.0,8.0,8.5,1,OUT_BOUND,No,Band C2,1,4.25,0,Medium,1,0.9962729,1
5,1174.0,43.5,8.0,8.5,1,OUT_BOUND,No,Band C1,1,7.25,0,Medium,1,0.21632849,0
2,1309.0,32.5,8.0,8.5,1,OUT_BOUND,No,Band D,1,10.833333333333334,1,Medium,1,0.9983918,1
6,919.0,33.5,8.0,8.5,1,OUT_BOUND,No,Band C1,1,4.785714285714286,0,Medium,1,0.996637,1
4,1294.4,33.0,8.0,8.5,1,OUT_BOUND,No,Band E,1,6.6,0,Medium,1,0.9987373,1
2,1089.8,33.5,8.0,8.5,1,OUT_BOUND,Yes,Band E,1,11.166666666666666,1,Medium,1,0.9983467,1
10,919.0,34.0,8.0,8.5,1,OUT_BOUND,No,Band C1,1,3.090909090909091,0,Medium,1,0.9881224,1
4,1754.0,40.0,8.0,8.5,1,OUT_BOUND,No,Band E,1,8.0,0,Medium,1,0.66562843,1
6,919.0,34.5,8.0,8.5,1,OUT_BOUND,No,Band C1,1,4.928571428571429,0,Medium,1,0.983806,1
5,1174.0,41.5,8.0,8.5,1,OUT_BOUND,No,Band C1,1,6.916666666666667,0,Medium,1,0.45150626,0
2,956.8,32.5,8.0,8.5,1,OUT_BOUND,Yes,Band D,1,10.833333333333334,1,Medium,1,0.9995577,1
2,704.0,33.5,8.0,8.5,1,IN_BOUND,No,Band B,1,11.166666666666666,1,Medium,1,0.86121273,1
2,739.0,32.5,8.0,8.5,1,OUT_BOUND,No,Band B,1,10.833333333333334,1,Medium,1,0.99893135,1
3,704.0,33.0,8.0,8.5,1,OUT_BOUND,No,Band B,1,8.25,1,Medium,1,0.99591005,1
10,459.0,34.0,8.0,8.5,1,OUT_BOUND,No,Band A,1,3.090909090909091,0,Medium,1,0.9906061,1
3,498.0,33.0,8.0,8.5,1,OUT_BOUND,No,Band B,1,8.25,1,Medium,1,0.9971476,1
2,664.0,32.5,8.0,8.5,1,OUT_BOUND,No,Band B,1,10.833333333333334,1,Medium,1,0.9987625,1
10,583.0,35.0,8.0,8.5,1,OUT_BOUND,Yes,Band B,1,3.1818181818181817,0,Medium,1,0.9755932,1
7,567.0,34.0,8.0,8.5,1,Outbound,No,Band B,1,4.25,0,Medium,1,0.8809923,1
3,684.0,33.0,8.0,8.5,1,Outbound,No,Band B,1,8.25,1,Medium,1,0.8006968,1
2,1487.3,32.5,8.0,8.5,1,OUT_BOUND,No,Band F1,1,10.833333333333334,1,Medium,1,0.99774015,1
6,2009.0,34.5,8.0,8.5,1,OUT_BOUND,No,Band F1,1,4.928571428571429,0,Medium,1,0.9842861,1
2,1466.3,32.5,8.0,8.5,1,OUT_BOUND,No,Band F1,1,10.833333333333334,1,Medium,1,0.9975916,1
6,1635.85,33.5,8.0,8.5,1,OUT_BOUND,No,Band G,1,4.785714285714286,0,Medium,1,0.9983011,1
2,599.0,32.5,8.0,8.5,1,OUT_BOUND,No,Band B,1,10.833333333333334,1,Medium,1,0.9979493,1
10,249.0,34.0,8.0,8.5,1,OUT_BOUND,No,Band A,1,3.090909090909091,0,Medium,1,0.9959292,1
4,2384.3,33.0,8.0,8.5,1,OUT_BOUND,No,Band H,1,6.6,0,Medium,1,0.9835396,1
3,984.8,33.0,8.0,8.5,1,OUT_BOUND,No,Band D,1,8.25,1,Medium,1,0.9987197,1
16,647.0,34.0,8.0,8.5,1,OUT_BOUND,No,Band D,1,2.0,0,Medium,1,0.9984487,1
4,499.0,33.0,8.0,8.5,1,OUT_BOUND,No,Band B,1,6.6,0,Medium,1,0.99809414,1
2,533.4,33.5,8.0,8.5,1,OUT_BOUND,Yes,Band C1,1,11.166666666666666,1,Medium,1,0.9980021,1
6,1849.0,33.5,8.0,8.5,1,OUT_BOUND,No,Band F1,1,4.785714285714286,0,Medium,1,0.99271625,1
4,4237.0,33.0,8.0,8.5,1,OUT_BOUND,No,Group,1,6.6,0,Medium,1,0.9946367,1
6,1979.0,34.5,8.0,8.5,1,OUT_BOUND,No,Band F2,1,4.928571428571429,0,Medium,1,0.9835385,1
6,6195.0,33.5,8.0,8.5,1,OUT_BOUND,No,Group,1,4.785714285714286,0,Medium,1,0.95611894,1
8,2749.0,34.0,8.0,8.5,1,OUT_BOUND,No,Band G,1,3.7777777777777777,0,Medium,1,0.99839586,1
6,3154.3,33.5,8.0,8.5,1,OUT_BOUND,Yes,Band J,1,4.785714285714286,0,Medium,1,0.99522156,1
10,2749.0,34.0,8.0,8.5,1,OUT_BOUND,Yes,Band G,1,3.090909090909091,0,Medium,1,0.99862325,1
10,599.0,34.0,8.0,8.5,1,OUT_BOUND,No,Band B,1,3.090909090909091,0,Medium,1,0.98766,1
4,599.0,34.0,8.0,8.5,1,OUT_BOUND,No,Band B,1,6.8,0,Medium,1,0.9932821,1
7,599.0,34.0,8.0,8.5,1,OUT_BOUND,No,Band B,1,4.25,0,Medium,1,0.99160343,1
2,349.0,32.5,8.0,8.5,1,OUT_BOUND,Yes,Band B,1,10.833333333333334,1,Medium,1,0.99977857,1
7,399.0,34.0,8.0,8.5,1,OUT_BOUND,Yes,Band B,1,4.25,0,Medium,1,0.99659234,1
11,349.0,34.0,8.0,8.5,1,OUT_BOUND,Yes,Band B,1,2.8333333333333335,0,Medium,1,0.9993369,1
10,639.0,34.0,8.0,8.5,1,OUT_BOUND,No,Band B,1,3.090909090909091,0,Medium,1,0.98821706,1
5,531.0,42.5,8.0,8.5,1,OUT_BOUND,No,Band B,1,7.083333333333333,0,Medium,1,0.4678626,0
4,399.0,33.0,8.0,8.5,1,OUT_BOUND,No,Band A,1,6.6,0,Medium,1,0.9964301,1
11,639.0,34.0,8.0,8.5,1,OUT_BOUND,No,Band B,1,2.8333333333333335,0,Medium,1,0.9893652,1
2,419.0,41.5,8.0,8.5,1,OUT_BOUND,No,Band A,1,13.833333333333334,1,Medium,1,0.34653762,0
4,449.0,33.0,8.0,8.5,1,OUT_BOUND,Yes,Band B,1,6.6,0,Medium,1,0.9985826,1
9,1099.0,41.0,8.0,8.5,1,IN_BOUND,No,Band C2,1,4.1,0,Medium,1,0.22282265,0
4,635.0,34.0,8.0,8.5,1,OUT_BOUND,No,Band B,1,6.8,0,Medium,1,0.9915519,1
5,949.0,33.5,8.0,8.5,1,OUT_BOUND,No,Band C2,1,5.583333333333333,0,Medium,1,0.99364895,1
6,999.0,33.5,8.0,8.5,1,OUT_BOUND,No,Band C1,1,4.785714285714286,0,Medium,1,0.9975738,1
2,1159.0,32.5,8.0,8.5,1,OUT_BOUND,No,Band D,1,10.833333333333334,1,Medium,1,0.9990085,1
9,799.0,34.0,8.0,8.5,1,OUT_BOUND,No,Band C1,1,3.4,0,Medium,1,0.9893668,1
2,949.0,32.5,8.0,8.5,1,OUT_BOUND,No,Band C2,1,10.833333333333334,1,Medium,1,0.99365085,1
3,739.8,33.0,8.0,8.5,1,OUT_BOUND,Yes,Band C1,1,8.25,1,Medium,1,0.99879104,1
0,809.8,33.5,8.0,8.5,1,OUT_BOUND,No,Band C2,1,33.5,1,Medium,1,0.99804676,1
9,696.6,43.0,8.0,8.5,1,OUT_BOUND,Yes,Band C1,1,4.3,0,Medium,1,0.8453393,1
13,799.0,34.0,8.0,8.5,1,OUT_BOUND,No,Band C1,1,2.4285714285714284,0,Medium,1,0.97235084,1
7,617.0,34.0,8.0,8.5,1,OUT_BOUND,No,Band C2,1,4.25,0,Medium,1,0.9986027,1
6,739.8,33.5,8.0,8.5,1,OUT_BOUND,Yes,Band C1,1,4.785714285714286,0,Medium,1,0.99822265,1
4,799.0,33.0,8.0,8.5,1,OUT_BOUND,No,Band C1,1,6.6,0,Medium,1,0.996932,1
14,799.0,34.0,8.0,8.5,1,OUT_BOUND,No,Band C1,1,2.2666666666666666,0,Medium,1,0.9804183,1
8,800.6,34.0,8.0,8.5,1,OUT_BOUND,No,Band D,1,3.7777777777777777,0,Medium,1,0.9971987,1
9,949.0,34.0,8.0,8.5,1,OUT_BOUND,No,Band C2,1,3.4,0,Medium,1,0.99081576,1
21,1349.0,34.0,8.0,8.5,1,OUT_BOUND,No,Band E,1,1.5454545454545454,0,Medium,1,0.99453485,1
5,949.0,33.5,8.0,8.5,1,Outbound,No,Band C2,1,5.583333333333333,0,Medium,1,0.78901374,1
16,542.0,34.0,8.0,8.5,1,OUT_BOUND,Yes,Band C2,1,2.0,0,Medium,1,0.99971884,1
2,666.2,31.5,8.0,8.5,1,OUT_BOUND,Yes,Band C1,1,10.5,1,Medium,1,0.9997311,1
14,533.4,34.0,8.0,8.5,1,OUT_BOUND,No,Band C1,1,2.2666666666666666,0,Medium,1,0.9940177,1
9,949.0,34.0,8.0,8.5,1,OUT_BOUND,No,Band C2,1,3.4,0,Medium,1,0.99081576,1
9,1159.0,35.0,8.0,8.5,1,Inbound,No,Band D,1,3.5,0,Medium,1,0.8126315,1
2,742.0,32.5,8.0,8.5,1,OUT_BOUND,No,Band E,1,10.833333333333334,1,Medium,1,0.9998734,1
12,467.0,34.0,8.0,8.5,1,OUT_BOUND,No,Band C1,1,2.6153846153846154,0,Medium,1,0.9981713,1
3,449.0,33.0,8.0,8.5,1,Outbound,No,Band B,1,8.25,1,Medium,1,0.8203066,1
16,599.0,34.0,8.0,8.5,1,Outbound,No,Band B,1,2.0,0,Medium,1,0.78451675,1
12,1979.0,34.0,8.0,8.5,1,OUT_BOUND,No,Band F2,1,2.6153846153846154,0,Medium,1,0.9965306,1
6,399.0,33.5,8.0,8.5,1,Outbound,No,Band B,1,4.785714285714286,0,Medium,1,0.9723971,1
16,399.0,34.0,8.0,8.5,1,Outbound,Yes,Band B,1,2.0,0,Medium,1,0.99166334,1
4,599.0,33.0,8.0,8.5,1,Outbound,No,Band B,1,6.6,0,Medium,1,0.8815932,1
4,439.0,33.0,8.0,8.5,1,OUT_BOUND,Yes,Band B,1,6.6,0,Medium,1,0.998904,1
2,2679.0,32.5,8.0,8.5,1,IN_BOUND,No,Band H,1,10.833333333333334,1,Medium,1,0.9616968,1
2,3838.0,32.5,8.0,8.5,1,OUT_BOUND,No,Group,1,10.833333333333334,1,Medium,1,0.9948419,1
6,1267.4,33.5,8.0,8.5,1,IN_BOUND,No,Band F2,1,4.785714285714286,0,Medium,1,0.9758095,1
13,1623.2,34.0,8.0,8.5,1,OUT_BOUND,No,Band F2,1,2.4285714285714284,0,Medium,1,0.988736,1
11,2249.0,34.0,8.0,8.5,1,OUT_BOUND,No,Band G,1,2.8333333333333335,0,Medium,1,0.9914635,1
2,1979.0,32.5,8.0,8.5,1,IN_BOUND,No,Band F2,1,10.833333333333334,1,Medium,1,0.9959126,1
4,1519.4,33.0,8.0,8.5,1,OUT_BOUND,Yes,Band F2,1,6.6,0,Medium,1,0.9995158,1
2,1849.0,32.5,8.0,8.5,1,OUT_BOUND,No,Band F1,1,10.833333333333334,1,Medium,1,0.9989888,1
9,1849.0,34.0,8.0,8.5,1,OUT_BOUND,No,Band F1,1,3.4,0,Medium,1,0.99054,1
6,1519.2,33.5,8.0,8.5,1,OUT_BOUND,No,Band F1,1,4.785714285714286,0,Medium,1,0.9969091,1
5,1849.0,33.5,8.0,8.5,1,OUT_BOUND,No,Band F1,1,5.583333333333333,0,Medium,1,0.9939912,1
15,1356.35,34.0,8.0,8.5,1,OUT_BOUND,Yes,Band F2,1,2.125,0,Medium,1,0.99479693,1
4,666.2,33.0,8.0,8.5,1,OUT_BOUND,No,Band C1,1,6.6,0,Medium,1,0.9979386,1
0,599.8,33.5,8.0,8.5,1,OUT_BOUND,No,Band C1,1,33.5,1,Medium,1,0.99888843,1
2,467.0,32.5,8.0,8.5,1,OUT_BOUND,No,Band C1,1,10.833333333333334,1,Medium,1,0.99951184,1
2,799.0,32.5,8.0,8.5,1,OUT_BOUND,No,Band C1,1,10.833333333333334,1,Medium,1,0.9988201,1
5,467.0,33.5,8.0,8.5,1,OUT_BOUND,No,Band C1,1,5.583333333333333,0,Medium,1,0.9995166,1
3,599.8,33.0,8.0,8.5,1,Outbound,No,Band C1,1,8.25,1,Medium,1,0.95973235,1
6,467.0,33.5,8.0,8.5,1,OUT_BOUND,Yes,Band C1,1,4.785714285714286,0,Medium,1,0.99954814,1
7,467.0,34.0,8.0,8.5,1,Outbound,Yes,Band C1,1,4.25,0,Medium,1,0.9939692,1
7,599.8,34.0,8.0,8.5,1,OUT_BOUND,Yes,Band C1,1,4.25,0,Medium,1,0.9981667,1
9,799.0,34.0,8.0,8.5,1,OUT_BOUND,No,Band C1,1,3.4,0,Medium,1,0.9893668,1
3,949.0,33.0,8.0,8.5,1,OUT_BOUND,No,Band C2,1,8.25,1,Medium,1,0.9942836,1
7,949.0,34.0,8.0,8.5,1,OUT_BOUND,No,Band C2,1,4.25,0,Medium,1,0.99412847,1
4,647.0,33.0,8.0,8.5,1,OUT_BOUND,No,Band D,1,6.6,0,Medium,1,0.9997917,1
4,799.0,33.0,8.0,8.5,1,Outbound,No,Band C1,1,6.6,0,Medium,1,0.8133556,1
16,1349.0,34.0,8.0,8.5,1,Outbound,No,Band E,1,2.0,0,Medium,1,0.90185916,1
16,599.8,34.0,8.0,8.5,1,Outbound,Yes,Band C1,1,2.0,0,Medium,1,0.98392534,1
7,799.0,34.0,8.0,8.5,1,Inbound,No,Band C1,1,4.25,0,Medium,1,0.40567744,0
15,949.0,34.0,8.0,8.5,1,Outbound,No,Band C2,1,2.125,0,Medium,1,0.87102824,1
2,749.4,32.5,8.0,8.5,1,OUT_BOUND,No,Band D,1,10.833333333333334,1,Medium,1,0.9996872,1
7,1106.2,34.0,8.0,8.5,1,Outbound,No,Band E,1,4.25,0,Medium,1,0.9276429,1
3,1159.0,33.0,8.0,8.5,1,Outbound,No,Band D,1,8.25,1,Medium,1,0.90222925,1
3,799.0,33.0,8.0,8.5,1,Outbound,No,Band C1,1,8.25,1,Medium,1,0.81680226,1
6,799.0,33.5,8.0,8.5,1,Outbound,No,Band C1,1,4.785714285714286,0,Medium,1,0.93901396,1
9,1159.0,34.0,8.0,8.5,1,Outbound,No,Band D,1,3.4,0,Medium,1,0.8964526,1
2,949.0,32.5,8.0,8.5,1,Outbound,No,Band C2,1,10.833333333333334,1,Medium,1,0.9499708,1
1,799.0,40.5,8.0,8.5,1,IN_BOUND,No,Band C1,1,20.25,1,Medium,1,0.38683012,0
8,1579.0,34.0,8.0,8.5,1,OUT_BOUND,No,Band E,1,3.7777777777777777,0,Medium,1,0.9934974,1
13,1099.0,44.0,8.0,8.5,1,OUT_BOUND,No,Band C2,1,3.142857142857143,0,Medium,1,0.14447352,0
